A,B,C,D,VOLUME,AREA,AREA_FORMULA,VOL_FORMULA,ECLODIU
59.13,45.43,31.94,27.19,52.98,7731.93,7824.76,52.46,1
56.96,45.88,29.77,27.20,52.41,7629.86,7700.86,51.75,1
58.65,45.56,31.22,27.43,52.36,7641.96,7803.26,52.36,0
61.01,46.15,30.77,30.24,55.65,8081.72,8166.21,55.04,0
62.26,45.51,31.24,31.03,54.28,7930.03,8152.04,54.72,0
63.07,46.85,32.41,30.67,57.66,8330.68,8534.08,57.83,0
58.54,45.18,29.77,28.77,51.46,7535.33,7707.82,51.62,0
59.26,45.40,30.74,28.52,53.51,7808.47,7828.32,52.49,1
65.59,49.12,34.93,30.67,64.03,9092.22,9325.50,64.33,1
63.49,45.60,34.79,28.70,55.45,8105.50,8300.47,55.73,1
57.76,42.63,31.52,26.25,47.07,6992.46,7103.20,46.86,1
65.60,43.99,34.69,30.91,54.61,8034.53,8148.40,54.07,0
61.78,46.40,31.77,30.02,56.21,8155.93,8300.45,56.05,1
61.44,46.71,32.02,29.42,56.22,8146.37,8335.06,56.40,1
60.55,46.64,33.22,27.33,55.06,8014.62,8231.55,55.62,1
59.65,47.33,31.22,28.43,56.36,8129.17,8288.35,56.26,1
59.64,43.75,30.10,29.54,49.98,7360.65,7513.22,49.88,1
58.81,45.24,29.45,29.36,52.53,7697.90,7747.89,51.91,1
57.51,44.71,29.39,28.12,49.98,7292.46,7507.67,50.14,1
57.35,46.54,29.42,27.93,52.74,7664.45,7880.70,53.18,1
60.17,47.33,30.22,29.95,55.11,7996.57,8341.01,56.64,1
63.24,45.10,31.74,31.49,55.22,8071.71,8159.73,54.62,1
59.03,42.06,30.42,28.61,46.56,6933.62,7101.35,46.69,1
57.46,43.60,29.72,27.74,48.57,7166.98,7273.41,48.27,0
58.92,45.72,31.77,27.15,52.78,7700.30,7864.95,52.82,1
62.14,47.56,32.45,29.68,58.76,8447.85,8597.75,58.53,1
60.51,48.42,31.27,29.24,58.27,8379.95,8619.18,58.96,1
62.37,46.03,33.44,28.93,55.94,8123.26,8279.79,55.76,1
57.90,41.74,31.38,26.52,45.31,6778.13,6934.66,45.53,1
59.15,44.31,30.95,28.20,50.37,7421.80,7585.21,50.53,0
56.51,43.88,28.99,27.52,48.37,7127.25,7238.49,48.12,1
58.50,45.48,29.29,29.21,52.60,7659.01,7768.96,52.12,1
61.19,47.61,35.20,26.00,57.98,8364.95,8520.57,57.92,1
60.44,44.35,30.71,29.73,51.60,7612.27,7718.66,51.42,0
62.03,43.95,31.77,30.25,51.50,7622.26,7787.47,51.72,1
61.51,44.38,30.99,30.52,52.37,7697.72,7829.40,52.16,1
59.46,48.03,32.27,27.19,57.62,8282.58,8423.94,57.41,1
62.06,47.86,32.70,29.36,58.35,8430.18,8656.69,59.04,0
63.16,46.56,33.52,29.64,56.27,8174.48,8478.74,57.33,0
57.30,43.47,29.05,28.26,48.00,7100.51,7230.40,47.96,0
58.74,43.55,29.64,29.11,48.77,7191.57,7384.74,48.98,1
63.04,44.05,31.63,31.41,53.17,7810.66,7908.22,52.55,0
59.92,45.81,30.70,29.22,54.16,7888.78,7982.92,53.68,1
59.34,48.20,30.42,28.93,58.09,8348.53,8446.88,57.64,1
60.69,48.52,30.56,30.13,58.89,8415.35,8658.99,59.28,1
65.80,46.65,33.29,32.52,59.46,8602.62,8770.25,59.39,1
59.21,44.85,29.72,29.49,51.28,7524.17,7705.80,51.50,0
59.91,43.94,31.20,28.72,49.90,7362.92,7581.51,50.38,1
57.13,45.06,29.93,27.20,50.69,7428.78,7545.66,50.48,1
60.21,47.38,31.77,28.45,56.38,8144.71,8356.38,56.75,0
52.41,45.17,27.15,25.26,46.94,6857.23,7104.98,47.51,0
59.59,44.46,32.57,27.02,50.99,7515.40,7661.51,51.06,0
58.18,44.80,31.35,26.83,50.52,7426.48,7594.57,50.73,1
62.84,45.26,32.94,29.90,54.89,8009.66,8155.95,54.65,1
60.45,44.36,32.89,27.57,51.43,7569.16,7724.68,51.44,0
55.97,46.35,28.64,27.33,51.78,7527.90,7701.93,51.88,1
63.32,49.41,32.66,30.67,62.88,8929.87,9143.86,63.11,0
61.61,46.23,32.34,29.27,55.19,8035.42,8246.24,55.61,1
59.37,44.73,29.79,29.57,50.62,7448.92,7695.38,51.40,1
57.38,45.06,29.45,27.93,50.02,7341.29,7569.44,50.65,1
61.58,45.43,32.34,29.24,54.38,7932.31,8067.82,54.12,1
60.61,47.41,30.53,30.08,56.82,8188.25,8403.70,57.11,1
59.64,47.01,31.60,28.05,55.92,8059.49,8216.54,55.65,0
59.06,45.70,31.04,28.02,52.82,7718.23,7873.79,52.89,0
60.40,44.31,30.45,29.95,50.95,7500.86,7706.58,51.33,1
57.71,42.35,31.24,26.47,46.56,6924.42,7041.74,46.40,1
57.85,44.60,32.10,25.75,49.52,7275.00,7524.18,50.18,0
60.67,47.08,32.22,28.45,56.57,8173.53,8339.25,56.54,1
61.81,46.05,30.99,30.82,55.59,8096.05,8224.51,55.41,0
60.59,46.45,31.32,29.27,55.53,8059.16,8189.89,55.30,0
59.77,45.08,30.56,29.21,52.73,7688.30,7809.19,52.27,1
61.11,44.46,30.82,30.29,51.46,7587.23,7807.40,52.04,1
57.20,45.38,28.70,28.50,51.09,7462.58,7618.63,51.07,1
62.89,45.29,32.20,30.68,54.79,8004.99,8167.14,54.74,1
60.49,45.51,31.24,29.25,54.14,7867.21,7974.39,53.52,0
62.97,44.90,32.14,30.82,54.14,7943.13,8087.13,54.05,0
65.10,44.68,33.31,31.79,55.30,8121.25,8251.73,55.05,0
60.60,44.21,30.82,29.78,51.57,7583.24,7703.70,51.28,0
62.28,43.60,33.79,28.49,51.35,7601.82,7740.51,51.27,0
62.01,47.85,31.38,30.63,58.73,8427.42,8647.41,58.98,1
58.32,47.24,30.98,27.33,55.16,7963.11,8130.55,55.11,1
57.46,44.88,29.99,27.47,49.96,7333.86,7539.28,50.39,0
55.69,43.85,28.24,27.45,47.54,7006.98,7154.56,47.57,0
59.62,46.23,30.32,29.29,53.64,7820.90,8042.46,54.22,0
57.26,44.15,29.49,27.77,49.10,7240.33,7367.78,49.05,1
59.84,45.70,30.82,29.02,53.14,7765.55,7950.85,53.42,1
57.00,46.04,29.21,27.79,52.25,7604.73,7737.87,52.06,1
59.17,44.97,30.21,28.97,51.64,7562.95,7727.60,51.69,1
57.04,46.20,28.77,28.27,52.54,7647.15,7776.25,52.36,1
58.90,44.81,29.70,29.20,51.10,7493.38,7665.99,51.22,1
54.75,43.03,28.02,26.74,46.13,6816.17,6899.25,45.70,1
57.64,45.72,29.67,27.97,51.55,7527.29,7734.82,51.95,1
64.49,48.28,33.54,30.95,62.68,8943.57,9008.47,61.72,1
63.92,46.31,33.22,30.70,57.91,8387.73,8500.63,57.39,0
56.38,45.06,28.45,27.93,49.90,7311.09,7470.68,49.98,1
54.22,43.63,28.49,25.72,46.28,6833.58,6968.67,46.28,1
60.56,46.50,30.92,29.64,55.34,8004.39,8197.22,55.37,0
58.00,46.89,29.14,28.86,54.19,7837.02,8019.99,54.25,1
58.94,46.85,29.97,28.97,54.72,7927.77,8109.47,54.87,1
61.69,47.60,32.47,29.22,58.66,8429.34,8560.77,58.28,1
57.31,46.51,29.40,27.91,53.02,7684.28,7870.64,53.10,0
58.38,44.54,29.45,28.93,50.55,7408.66,7557.99,50.42,1
60.30,46.11,30.91,29.39,54.44,7931.83,8085.29,54.47,0
61.13,48.04,31.45,29.68,58.04,8367.43,8598.89,58.70,1
58.92,45.47,31.24,27.69,51.25,7507.44,7810.49,52.39,1
59.63,45.28,30.70,28.93,51.86,7603.29,7838.18,52.52,1
60.70,44.02,30.35,30.35,50.62,7476.45,7672.84,51.01,1
61.01,44.88,31.49,29.52,52.96,7768.52,7888.88,52.73,1
59.09,44.95,30.32,28.77,51.13,7504.56,7715.39,51.60,1
59.43,45.01,33.12,26.30,51.32,7544.43,7766.81,51.92,1
60.89,46.76,30.54,30.35,56.29,8148.22,8288.18,56.09,0
57.77,45.60,31.47,26.30,51.95,7571.49,7724.95,51.83,1
60.57,45.24,31.66,28.92,52.45,7666.26,7925.76,53.10,0
60.09,45.64,30.91,29.18,52.43,7686.40,7963.39,53.49,0
57.04,43.93,29.29,27.74,47.84,7072.33,7299.70,48.54,1
58.39,47.74,31.45,26.94,55.96,8068.34,8249.00,56.07,1
59.29,48.31,30.04,29.25,58.05,8349.59,8466.52,57.82,1
60.84,44.99,30.42,30.42,52.92,7725.90,7895.34,52.81,1
59.81,45.70,31.32,28.49,53.72,7807.13,7948.86,53.41,0
60.42,44.02,32.84,27.58,50.82,7510.72,7648.99,50.83,0
60.12,45.02,31.45,28.66,52.59,7691.97,7832.93,52.40,1
57.26,46.92,32.27,25.00,53.85,7816.19,7961.15,53.78,1
59.53,46.90,30.79,28.74,55.37,8026.17,8180.68,55.38,1
59.91,46.42,30.21,29.71,54.72,7937.90,8115.31,54.78,1
60.87,45.93,31.20,29.67,54.98,8004.45,8103.95,54.54,1
62.89,46.98,31.60,31.29,57.89,8377.69,8542.88,57.94,1
57.03,44.72,29.65,27.37,50.31,7354.92,7463.19,49.84,0
57.20,47.01,29.93,27.27,53.30,7717.02,7965.65,53.88,1
59.78,47.70,31.02,28.77,57.84,8307.32,8382.40,57.04,0
57.19,44.85,28.99,28.20,50.80,7439.55,7507.06,50.17,1
62.64,44.46,32.32,30.32,53.35,7847.76,7958.03,53.03,1
61.60,44.76,31.17,30.43,53.05,7765.82,7921.64,52.91,1
64.88,45.95,34.34,30.54,57.65,8388.46,8517.86,57.36,1
61.71,48.12,31.22,30.49,60.12,8601.12,8679.04,59.30,1
58.59,45.88,30.28,28.31,53.00,7711.72,7864.77,52.89,1
59.12,45.45,30.29,28.83,52.44,7667.78,7824.97,52.49,0
63.74,46.63,33.49,30.24,57.92,8379.57,8552.41,57.87,0
62.83,45.68,33.79,29.05,55.74,8125.40,8248.93,55.42,1
63.17,44.56,34.98,28.20,53.21,7832.77,8039.01,53.57,1
63.01,48.15,32.52,30.49,60.84,8707.13,8821.23,60.33,1
60.89,49.28,32.09,28.80,60.69,8653.39,8853.94,60.92,1
61.39,47.06,32.19,29.20,57.47,8279.06,8408.06,57.02,1
59.00,46.54,30.04,28.97,53.36,7783.01,8047.87,54.35,1
61.06,47.45,33.79,27.27,57.54,8297.38,8464.57,57.51,0
55.34,45.04,28.66,26.68,48.59,7131.52,7365.63,49.26,1
59.99,47.82,30.99,29.01,56.34,8114.80,8430.79,57.42,1
60.92,48.35,30.95,29.97,59.62,8531.66,8647.08,59.14,1
58.40,46.04,31.10,27.30,52.65,7687.01,7880.59,53.03,1
57.71,44.02,30.35,27.37,48.81,7190.70,7384.16,49.11,1
57.05,44.30,28.60,28.45,49.19,7254.17,7376.88,49.15,1
60.47,45.85,32.27,28.20,54.58,7958.19,8048.27,54.12,0
58.96,48.31,30.49,28.47,57.52,8236.36,8432.52,57.57,1
55.35,46.01,28.08,27.27,49.78,7269.81,7566.85,50.86,1
61.94,46.85,32.74,29.20,57.00,8242.08,8419.07,57.02,0
61.58,44.61,31.91,29.67,52.07,7676.27,7888.62,52.63,1
56.49,43.34,30.19,26.30,46.73,6907.94,7127.96,47.24,1
54.96,44.02,28.22,26.74,47.21,6971.51,7119.11,47.37,1
61.60,48.40,32.60,29.01,59.22,8498.83,8730.48,59.75,1
62.78,46.15,31.52,31.27,56.25,8164.50,8346.48,56.28,1
61.58,45.23,32.14,29.43,53.84,7860.81,8023.76,53.75,1
59.21,44.59,30.47,28.75,50.74,7436.13,7650.94,51.05,1
62.42,45.98,32.09,30.32,55.40,8048.80,8271.92,55.71,0
62.64,44.77,34.72,27.91,54.10,7926.66,8032.97,53.62,0
58.31,45.45,30.29,28.02,52.03,7609.22,7745.13,51.95,0
58.04,45.92,29.27,28.77,52.45,7649.23,7817.65,52.58,1
60.01,46.15,30.24,29.77,54.75,7959.26,8064.93,54.35,1
60.92,46.08,30.95,29.97,54.94,7987.65,8142.71,54.86,0
63.83,45.24,32.41,31.42,56.42,8206.89,8251.01,55.28,1
62.76,45.79,34.65,28.11,55.49,8104.27,8269.38,55.59,1
61.35,48.73,31.52,29.84,60.55,8635.11,8779.07,60.22,0
63.41,50.34,32.45,30.95,64.25,9082.13,9369.05,65.11,1
61.53,46.42,31.04,30.49,55.21,8024.89,8280.30,55.92,0
58.56,43.93,31.04,27.52,48.61,7187.76,7448.00,49.50,1
60.26,43.95,31.14,29.12,51.00,7440.73,7615.08,50.60,0
57.57,46.18,29.39,28.18,52.14,7616.76,7824.75,52.69,0
61.93,48.59,31.85,30.08,60.11,8608.02,8807.56,60.38,1
56.84,45.98,28.80,28.05,51.18,7478.50,7709.88,51.85,1
61.19,46.60,32.74,28.45,55.98,8106.48,8287.21,56.02,1
58.67,45.58,29.72,28.95,52.10,7612.72,7807.67,52.41,1
56.19,43.85,29.22,26.97,47.34,6995.08,7202.98,47.88,1
59.10,45.02,32.69,26.41,51.51,7551.64,7736.13,51.73,0
56.87,46.54,29.54,27.33,52.50,7647.63,7832.23,52.83,1
59.53,46.97,30.15,29.38,55.77,8030.84,8196.73,55.51,1
61.33,48.22,32.04,29.29,59.04,8471.30,8662.40,59.21,0
60.45,46.50,32.02,28.43,55.59,8055.53,8188.04,55.30,1
61.03,46.67,31.52,29.52,55.16,8018.27,8284.74,56.04,1
59.15,47.08,29.70,29.45,54.81,7943.53,8180.80,55.43,1
60.74,45.38,31.77,28.97,53.93,7873.92,7970.57,53.45,0
56.36,45.79,28.45,27.91,51.33,7473.04,7622.37,51.20,1
60.30,45.63,31.55,28.75,54.39,7916.86,7981.51,53.60,1
63.01,45.38,33.76,29.24,54.98,8033.09,8199.76,54.98,1
57.61,45.68,28.93,28.68,51.86,7564.35,7722.39,51.86,1
59.74,43.35,31.24,28.49,49.96,7380.03,7439.39,49.26,1
64.14,46.54,34.71,29.43,57.68,8360.52,8577.68,58.00,0
60.99,47.95,31.65,29.34,57.44,8284.12,8563.83,58.41,1
59.59,46.75,29.89,29.70,54.14,7851.44,8153.50,55.15,0
59.67,45.08,29.97,29.70,52.43,7674.20,7799.94,52.21,1
60.48,46.57,32.41,28.08,55.20,8027.29,8207.64,55.45,1
61.86,46.73,31.04,30.82,56.58,8195.45,8381.13,56.73,0
64.06,48.74,33.65,30.40,61.79,8790.22,9070.04,62.33,1
63.44,46.68,34.38,29.06,57.86,8391.37,8537.00,57.77,1
64.00,45.22,32.51,31.48,55.76,8146.90,8262.81,55.35,0
57.22,43.80,29.89,27.33,48.60,7160.11,7290.72,48.44,1
59.33,44.01,29.93,29.40,50.80,7455.46,7537.83,50.12,1
56.66,45.04,28.83,27.83,49.92,7327.08,7494.36,50.14,1
60.13,47.31,31.94,28.20,56.56,8147.35,8334.93,56.58,0
60.28,47.42,32.29,27.99,56.88,8213.11,8375.12,56.89,1
58.82,48.27,29.67,29.15,57.07,8180.14,8406.03,57.37,0
59.56,44.94,30.57,28.99,51.74,7580.24,7759.88,51.89,1
58.54,42.38,32.07,26.47,46.73,6966.70,7124.91,46.92,1
55.29,46.23,27.77,27.52,50.89,7429.29,7606.93,51.19,1
56.12,46.96,29.42,26.70,52.82,7661.28,7845.36,53.02,1
58.43,47.21,31.16,27.27,55.47,8018.98,8136.31,55.14,0
59.81,45.70,30.29,29.52,52.50,7653.65,7947.76,53.40,1
57.94,43.58,30.97,26.97,48.45,7164.12,7316.01,48.53,0
60.92,45.76,31.60,29.32,54.23,7916.71,8072.53,54.27,1
60.17,43.81,30.95,29.22,50.91,7508.33,7577.67,50.31,1
60.73,46.82,30.60,30.13,56.36,8157.69,8285.56,56.09,1
63.11,44.21,35.32,27.79,52.90,7793.12,7957.50,52.89,0
59.25,46.01,30.28,28.97,53.21,7771.86,7957.02,53.56,1
58.24,41.10,30.49,27.74,44.56,6687.17,6833.50,44.71,0
62.01,45.20,31.13,30.89,53.93,7811.74,8059.08,53.98,1
58.15,45.58,29.72,28.43,52.48,7640.39,7756.01,52.06,1
59.76,45.90,31.54,28.22,54.16,7883.01,7986.92,53.72,1
59.96,46.92,31.65,28.31,55.71,8075.61,8228.61,55.71,0
61.26,46.63,31.74,29.52,56.43,8174.25,8297.37,56.11,0
65.26,45.88,32.99,32.27,57.89,8415.22,8537.47,57.47,1
59.17,42.81,29.70,29.47,48.26,7156.05,7270.49,48.00,1
59.40,46.33,30.97,28.43,54.06,7854.81,8043.84,54.25,1
62.55,45.55,32.27,30.28,54.82,8021.75,8190.49,54.99,1
59.29,46.58,30.28,29.01,54.66,7947.72,8086.16,54.62,1
61.82,45.73,32.19,29.63,55.61,8082.02,8156.42,54.83,1
58.53,44.47,30.66,27.88,51.14,7464.75,7557.88,50.39,1
60.34,45.26,31.17,29.17,53.32,7771.91,7904.80,52.97,1
60.26,43.88,32.29,27.97,50.46,7459.82,7602.23,50.48,0
60.30,46.89,30.88,29.42,55.55,8063.20,8256.48,55.91,1
58.75,47.18,30.44,28.31,55.43,8009.98,8160.99,55.32,1
58.26,46.09,29.50,28.76,53.14,7749.95,7874.69,53.02,1
57.26,43.90,29.49,27.77,48.40,7139.16,7315.89,48.64,1
62.83,44.65,31.82,31.02,53.67,7876.92,8020.02,53.52,1
59.67,46.71,32.97,26.70,54.74,7944.80,8157.84,55.13,1
60.26,45.90,30.74,29.52,54.78,7966.47,8035.98,54.07,0
57.44,45.92,29.78,27.66,52.17,7606.56,7758.69,52.17,0
60.37,45.79,31.19,29.18,53.98,7864.88,8023.86,53.95,0
60.21,44.60,32.02,28.20,51.63,7589.01,7752.68,51.72,1
59.69,44.58,29.97,29.72,51.23,7527.44,7694.79,51.34,1
58.79,45.68,32.79,26.00,52.59,7680.92,7845.40,52.66,1
60.34,46.45,31.07,29.27,55.52,8058.59,8164.35,55.13,1
62.03,49.45,31.52,30.52,62.24,8838.28,9013.36,62.16,1
59.51,45.65,31.54,27.97,52.65,7698.90,7908.01,53.11,1
63.61,47.03,32.44,31.17,59.04,8499.69,8629.20,58.56,1
59.94,45.60,30.24,29.70,53.40,7791.92,7939.56,53.32,1
57.50,44.08,30.42,27.08,48.89,7199.53,7377.29,49.08,1
63.01,45.43,32.39,30.62,54.76,8020.39,8210.92,55.09,1
59.81,46.95,32.07,27.74,55.26,7983.93,8222.09,55.67,1
59.41,45.87,30.52,28.89,53.65,7830.43,7944.81,53.44,1
61.44,45.08,32.74,28.70,54.17,7911.07,7977.93,53.39,1
60.31,43.40,30.52,29.79,49.94,7396.72,7504.11,49.70,1
60.99,46.63,32.24,28.74,55.95,8110.90,8270.25,55.91,1
59.91,45.22,30.24,29.67,52.47,7670.81,7854.56,52.62,1
61.35,47.37,32.60,28.76,57.62,8320.83,8472.95,57.57,1
62.67,48.83,33.24,29.43,60.22,8618.53,8944.00,61.44,1
60.05,47.26,31.36,28.70,55.79,8068.92,8313.26,56.41,1
57.90,44.26,29.40,28.50,49.83,7340.74,7452.80,49.64,1
56.73,44.81,29.50,27.23,49.78,7320.87,7453.10,49.79,0
61.85,47.53,31.44,30.42,58.93,8454.12,8559.65,58.25,1
65.36,46.51,33.69,31.67,59.38,8573.20,8693.43,58.80,1
60.30,47.13,30.42,29.89,56.82,8211.44,8310.86,56.37,1
62.26,46.65,34.04,28.22,57.29,8288.80,8408.62,56.86,1
59.11,44.52,30.18,28.93,50.76,7442.56,7626.18,50.87,1
58.51,45.38,30.24,28.27,51.62,7560.06,7748.40,51.95,1
62.33,45.24,33.16,29.17,54.51,7954.01,8102.03,54.28,0
65.99,44.27,35.92,30.07,54.06,7992.87,8251.00,54.84,0
60.09,43.93,31.82,28.27,50.35,7444.10,7595.68,50.46,1
57.93,44.80,29.36,28.58,49.80,7324.64,7567.46,50.56,1
60.94,45.85,33.22,27.72,54.83,7974.20,8098.36,54.45,1
56.01,42.90,29.02,27.00,46.09,6836.60,6992.01,46.26,1
58.77,45.97,30.62,28.15,53.96,7837.79,7902.72,53.17,0
65.74,48.12,34.24,31.49,63.53,9059.94,9105.70,62.35,0
62.89,47.30,33.96,28.93,59.12,8505.42,8617.78,58.56,1
61.95,44.51,31.63,30.32,52.29,7704.76,7902.82,52.69,1
64.82,42.71,32.42,32.40,51.52,7649.00,7788.32,51.22,1
56.91,44.50,28.73,28.18,49.06,7234.21,7404.99,49.39,0
60.96,46.63,31.99,28.97,56.27,8152.62,8267.49,55.89,1
59.59,46.23,30.29,29.29,54.44,7912.11,8039.61,54.20,1
59.88,46.06,32.70,27.18,53.74,7822.24,8037.07,54.10,0
64.03,44.20,32.39,31.64,53.95,7867.11,8038.06,53.45,0
58.90,44.81,29.47,29.43,51.08,7490.66,7666.17,51.23,0
58.88,44.54,29.95,28.93,50.96,7480.99,7607.09,50.75,1
62.31,45.48,31.66,30.66,55.22,8032.50,8151.17,54.71,1
63.60,49.27,33.22,30.37,63.20,8961.70,9143.21,63.06,1
59.40,46.58,30.72,28.68,54.94,7965.73,8097.96,54.70,1
60.07,44.49,30.91,29.17,51.50,7555.25,7713.58,51.44,1
64.30,45.47,33.16,31.14,57.06,8268.12,8348.99,56.03,0
59.37,43.86,30.28,29.09,49.77,7329.49,7511.50,49.90,0
59.17,46.21,32.23,26.94,53.71,7817.89,7997.81,53.88,1
59.99,45.13,31.27,28.72,52.61,7706.48,7841.62,52.50,0
58.12,46.01,31.32,26.80,52.70,7654.40,7846.85,52.78,1
61.89,44.54,32.45,29.43,52.95,7769.91,7903.41,52.70,1
60.36,42.96,32.57,27.80,48.59,7217.14,7417.92,48.97,0
58.46,46.63,29.74,28.72,53.67,7802.23,8011.36,54.11,1
58.60,46.53,30.93,27.66,54.21,7854.32,8005.11,54.03,1
59.71,46.57,30.88,28.83,55.10,8000.12,8126.30,54.90,1
59.40,44.81,29.72,29.68,51.29,7532.00,7715.48,51.56,0
58.43,43.98,29.75,28.68,49.61,7312.40,7444.93,49.51,1
61.52,44.95,31.39,30.13,53.14,7727.17,7955.11,53.20,1
60.17,46.33,30.97,29.20,54.97,7981.76,8121.51,54.79,1
60.09,44.46,32.59,27.49,51.23,7545.63,7709.95,51.38,0
62.91,47.56,33.13,29.78,58.38,8413.14,8677.40,59.09,1
60.73,47.10,32.16,28.58,56.06,8116.32,8349.50,56.62,0
60.46,43.60,30.72,29.74,50.54,7462.07,7561.61,50.14,0
62.26,45.26,31.52,30.74,54.70,7991.91,8097.47,54.26,1
63.01,46.63,34.29,28.72,57.31,8303.37,8479.98,57.35,1
61.06,45.43,30.79,30.27,53.61,7825.11,8012.79,53.75,0
59.15,46.06,33.72,25.43,53.91,7842.76,7968.40,53.59,0
61.34,44.76,33.69,27.65,51.42,7565.40,7899.58,52.73,1
60.60,44.01,30.93,29.67,51.24,7539.75,7661.10,50.93,1
58.68,45.54,30.85,27.83,52.27,7648.88,7801.16,52.35,1
62.97,45.64,32.84,30.12,56.27,8195.42,8251.96,55.44,1
65.99,47.81,33.12,32.87,61.57,8845.28,9059.81,61.90,0
63.28,46.40,32.02,31.27,56.82,8256.86,8453.53,57.11,0
61.19,47.35,31.24,29.95,57.56,8302.61,8451.69,57.43,1
60.19,46.10,31.24,28.95,54.72,7949.84,8073.93,54.39,1
58.53,44.37,30.13,28.39,50.13,7390.76,7535.58,50.22,1
59.37,43.96,30.07,29.29,50.56,7456.94,7530.29,50.06,1
61.40,45.10,32.84,28.55,53.10,7772.34,7977.21,53.39,1
60.44,46.35,30.47,29.97,54.58,7932.45,8153.24,55.02,1
59.15,45.51,30.07,29.07,52.95,7719.47,7840.09,52.61,1
59.78,44.90,30.29,29.49,52.50,7689.93,7772.57,51.96,0
60.81,44.23,31.66,29.15,51.59,7571.77,7729.62,51.45,0
60.60,45.53,30.67,29.93,53.25,7774.41,7988.78,53.63,0
59.46,46.88,30.72,28.74,55.02,7977.04,8168.26,55.28,1
64.96,49.35,33.97,30.99,64.42,9137.56,9310.54,64.32,0
61.12,47.70,30.91,30.21,57.54,8302.61,8521.92,58.04,1
60.13,43.79,31.19,28.95,50.44,7446.44,7570.13,50.26,1
59.26,44.88,31.04,28.22,51.08,7503.60,7716.50,51.58,0
58.94,44.60,30.97,27.97,50.75,7453.40,7626.99,50.89,1
57.36,46.04,28.70,28.66,51.94,7568.70,7775.41,52.32,1
63.26,47.15,33.54,29.72,59.42,8548.91,8621.86,58.55,0
61.40,45.81,32.20,29.20,55.02,8006.42,8133.07,54.70,1
57.86,42.27,29.18,28.68,46.44,6900.31,7035.90,46.35,1
63.11,45.26,33.69,29.42,55.70,8110.04,8183.48,54.83,1
66.41,45.29,33.71,32.70,57.36,8373.68,8521.83,57.11,0
60.91,45.43,31.48,29.42,52.93,7748.96,7999.49,53.66,1
59.31,46.00,31.16,28.15,53.88,7816.17,7961.74,53.58,1
57.46,44.88,28.74,28.72,50.06,7348.60,7538.48,50.39,1
61.46,46.35,31.49,29.97,55.71,8099.67,8257.57,55.74,1
60.38,44.79,30.45,29.93,52.12,7641.40,7808.28,52.17,0
59.70,43.74,30.21,29.50,50.15,7397.38,7516.32,49.89,1
59.71,47.32,32.13,27.58,56.54,8168.09,8292.17,56.27,1
60.11,45.73,30.57,29.54,53.75,7845.78,7984.47,53.66,0
61.89,46.79,31.70,30.18,57.27,8270.30,8398.89,56.87,0
59.99,45.88,31.99,27.99,53.28,7771.62,8005.08,53.84,1
60.76,45.65,32.52,28.24,53.46,7811.09,8033.86,53.96,1
61.90,45.81,32.20,29.70,55.44,8068.98,8183.28,55.04,1
58.04,47.20,30.79,27.25,54.05,7842.75,8093.65,54.83,0
61.65,47.45,31.45,30.21,56.88,8239.05,8522.02,57.96,1
63.16,47.06,32.20,30.95,58.51,8434.12,8590.18,58.30,1
64.01,45.38,35.54,28.47,54.88,8041.81,8303.63,55.65,1
61.85,46.78,31.67,30.18,56.52,8176.33,8391.86,56.82,0
64.49,48.87,36.52,27.97,62.30,8894.15,9155.01,62.94,1
60.83,46.98,31.54,29.29,56.39,8160.27,8331.64,56.46,1
58.88,45.04,29.68,29.20,51.31,7513.37,7713.47,51.61,1
62.38,44.27,33.34,29.05,51.71,7645.58,7894.71,52.53,1
62.87,44.52,32.20,30.67,54.08,7930.49,7996.19,53.31,1
62.15,47.18,31.77,30.38,56.55,8181.93,8512.39,57.80,1
62.17,47.80,33.67,28.50,58.85,8472.12,8657.84,59.02,1
66.49,46.79,37.70,28.80,60.92,8802.54,8882.49,60.16,1
61.98,44.26,31.85,30.14,52.57,7749.71,7851.79,52.26,1
62.14,44.21,32.81,29.32,52.11,7694.00,7855.55,52.26,1
60.56,46.25,31.92,28.64,54.63,7923.06,8143.35,54.91,1
56.86,46.04,29.95,26.91,52.84,7678.69,7726.39,51.97,0
63.01,48.34,32.37,30.63,61.08,8738.86,8865.77,60.72,0
59.52,46.85,30.42,29.11,54.99,7955.51,8168.83,55.28,1
60.78,45.92,30.77,30.02,54.02,7880.74,8094.19,54.48,1
60.61,45.23,31.07,29.54,52.93,7754.80,7926.36,53.10,1
58.14,45.97,29.46,28.68,52.40,7635.02,7836.84,52.72,1
61.30,47.49,32.41,28.89,56.85,8181.64,8494.03,57.76,0
61.67,45.31,31.47,30.20,54.29,7927.11,8049.41,53.96,1
63.12,46.78,32.69,30.43,58.59,8436.70,8522.79,57.73,1
57.68,45.47,29.75,27.93,50.93,7453.07,7685.92,51.55,1
61.95,48.06,32.37,29.57,58.64,8442.38,8690.68,59.36,0
59.67,44.58,31.22,28.45,51.83,7602.25,7693.71,51.33,0
58.42,45.33,30.20,28.22,52.11,7609.30,7729.91,51.81,1
60.45,45.79,31.38,29.07,53.99,7877.98,8032.26,54.00,1
60.51,48.67,30.74,29.77,59.00,8456.92,8674.87,59.44,1
57.79,43.93,30.02,27.77,48.73,7190.75,7372.20,49.01,1
